category,quantity,consumption_rate,days_to_expiry,price_per_unit,stock_level,risk_label
Fruits,165,11.75,16,100.79,165,Safe
Seafood,122,4.25,24,243.54,122,High Risk
Dairy,177,8.42,21,343.56,177,Safe
Bakery,115,13.99,30,171.81,115,Safe
Vegetables,126,4.57,3,79.48,126,High Risk
Vegetables,87,23.86,1,464.2,87,High Risk
Bakery,167,8.69,25,27.32,167,Safe
Bakery,109,4.3,22,223.96,109,Moderate Risk
Fruits,5,15.27,23,188.17,5,Safe
Vegetables,104,21.78,2,205.27,104,High Risk
Meat,54,1.91,4,194.71,54,Moderate Risk
Seafood,118,12.1,19,316.24,118,Safe
Seafood,197,6.61,29,68.56,197,Moderate Risk
Dairy,11,16.82,9,184.1,11,Safe
Fruits,100,16.28,7,69.74,100,Safe
Bakery,22,18.55,21,349.56,22,Safe
Bakery,143,15.35,23,212.29,143,Safe
Seafood,105,21.08,26,155.06,105,Safe
Dairy,48,16.63,26,74.75,48,Safe
Fruits,167,5.58,12,98.56,167,Moderate Risk
Bakery,103,21.11,23,66.95,103,Safe
Meat,181,9.29,10,325.87,181,Safe
Meat,130,4.72,15,454.39,130,High Risk
Seafood,34,8.78,18,305.32,34,Safe
Vegetables,44,19.72,22,210.52,44,Safe
Vegetables,49,1.68,20,145.92,49,Safe
Bakery,124,15.72,11,24.5,124,Safe
Seafood,34,16.27,1,105.25,34,High Risk
Vegetables,152,10.78,30,493.59,152,Safe
Bakery,137,9.84,7,356.44,137,Safe
Seafood,98,21.87,5,425.69,98,Moderate Risk
Meat,170,21.91,2,131.94,170,High Risk
Bakery,160,10.92,5,44.17,160,Moderate Risk
Fruits,186,13.76,24,155.72,186,Safe
Fruits,175,1.7,18,426.86,175,High Risk
Meat,148,22.56,11,263.67,148,Safe
Dairy,8,4.08,10,346.03,8,Safe
Meat,145,4.22,16,224.84,145,High Risk
Dairy,95,6.96,14,281.15,95,Moderate Risk
Vegetables,196,4.56,27,284.68,196,High Risk
Seafood,84,15.35,8,111.93,84,Safe
Dairy,64,8.9,25,365.29,64,Safe
Seafood,142,16.5,25,159.24,142,Safe
Vegetables,153,14.37,18,430.06,153,Safe
Fruits,135,22.38,28,377.3,135,Safe
Bakery,39,21.4,27,276.91,39,Safe
Dairy,53,16.97,28,163.98,53,Safe
Vegetables,180,10.55,7,246.42,180,Safe
Meat,21,11.52,29,70.75,21,Safe
Fruits,154,3.51,8,200.72,154,High Risk
Dairy,200,22.37,22,267.4,200,Safe
Vegetables,22,22.0,20,118.51,22,Safe
Dairy,152,7.81,25,78.55,152,Moderate Risk
Fruits,39,22.36,15,290.53,39,Safe
Fruits,155,10.5,28,370.33,155,Safe
Bakery,87,3.88,23,460.37,87,Moderate Risk
Vegetables,173,13.45,6,143.4,173,Moderate Risk
Seafood,30,15.78,3,60.58,30,Moderate Risk
Seafood,20,19.95,13,124.31,20,Safe
Bakery,144,14.37,9,379.89,144,Safe
Meat,198,11.92,14,496.6,198,Safe
Fruits,155,8.66,6,217.54,155,Moderate Risk
Seafood,63,14.49,29,283.22,63,Safe
Dairy,44,18.39,6,287.09,44,Moderate Risk
Fruits,57,18.48,28,68.86,57,Safe
Meat,125,17.43,15,415.36,125,Safe
Dairy,109,20.02,30,58.42,109,Safe
Meat,101,6.14,18,138.25,101,Moderate Risk
Bakery,189,2.27,8,136.97,189,High Risk
Seafood,12,20.02,5,453.44,12,Moderate Risk
Dairy,87,23.85,18,450.89,87,Safe
Fruits,78,24.41,22,468.84,78,Safe
Dairy,117,4.48,24,392.99,117,Moderate Risk
Bakery,151,10.07,9,240.54,151,Safe
Bakery,101,2.67,15,452.37,101,Moderate Risk
Meat,54,19.02,17,308.26,54,Safe
Bakery,193,14.22,12,485.18,193,Safe
Vegetables,48,1.78,18,263.85,48,Safe
Meat,199,13.02,5,314.52,199,Moderate Risk
Seafood,138,2.63,24,371.73,138,High Risk
Bakery,186,11.4,7,199.21,186,Safe
Seafood,26,14.66,16,492.43,26,Safe
Vegetables,65,2.33,10,428.81,65,Safe
Vegetables,45,11.68,23,153.42,45,Safe
Fruits,172,21.64,19,187.8,172,Safe
Bakery,70,16.52,29,343.21,70,Safe
Meat,111,6.94,20,160.33,111,Moderate Risk
Vegetables,92,22.99,22,390.24,92,Safe
Seafood,81,24.85,18,344.68,81,Safe
Vegetables,76,3.33,26,26.78,76,Safe
Meat,105,5.99,28,211.77,105,Moderate Risk
Fruits,188,10.44,11,289.35,188,Safe
Fruits,193,21.54,25,303.84,193,Safe
Bakery,92,16.87,2,296.07,92,High Risk
Fruits,158,15.38,24,194.77,158,Safe
Meat,100,1.08,25,237.1,100,Moderate Risk
Meat,27,5.07,12,196.88,27,Safe
Seafood,89,5.88,17,471.32,89,Moderate Risk
Dairy,12,2.2,13,287.75,12,Safe
Fruits,100,23.66,6,317.51,100,Moderate Risk
Dairy,184,7.16,29,252.17,184,Moderate Risk
Seafood,61,2.28,16,63.32,61,Safe
Bakery,129,21.97,10,83.33,129,Safe
Vegetables,59,19.32,21,119.18,59,Safe
Vegetables,169,17.65,21,193.44,169,Safe
Meat,68,5.64,18,362.87,68,Safe
Meat,23,17.17,2,428.83,23,High Risk
Vegetables,117,3.37,11,324.29,117,Moderate Risk
Dairy,56,13.54,7,414.95,56,Safe
Bakery,129,9.39,8,38.69,129,Safe
Seafood,104,16.15,3,470.01,104,Moderate Risk
Bakery,22,19.52,27,396.18,22,Safe
Seafood,131,21.72,11,171.54,131,Safe
Vegetables,149,1.78,11,178.32,149,High Risk
Meat,97,1.67,21,115.61,97,Moderate Risk
Meat,28,1.76,24,487.53,28,Safe
Seafood,124,17.63,7,299.48,124,Safe
Vegetables,73,4.77,25,352.58,73,Safe
Vegetables,37,18.72,3,250.49,37,Moderate Risk
Meat,198,2.28,15,359.6,198,High Risk
Bakery,40,6.32,27,104.13,40,Safe
Dairy,173,14.01,19,495.11,173,Safe
Dairy,102,8.04,10,137.34,102,Safe
Bakery,119,11.68,22,449.03,119,Safe
Dairy,190,16.0,4,182.69,190,Moderate Risk
Fruits,119,6.86,1,138.64,119,High Risk
Dairy,18,5.48,2,399.91,18,High Risk
Fruits,162,9.64,7,206.06,162,Safe
Fruits,117,22.35,15,326.85,117,Safe
Vegetables,26,8.32,25,15.13,26,Safe
Vegetables,31,21.07,18,427.88,31,Safe
Bakery,73,6.96,5,206.04,73,Moderate Risk
Dairy,9,9.16,1,117.41,9,High Risk
Bakery,12,16.78,25,405.09,12,Safe
Vegetables,35,1.44,3,499.07,35,Moderate Risk
Vegetables,92,14.2,13,124.46,92,Safe
Fruits,30,19.16,2,56.45,30,High Risk
Fruits,11,19.93,7,227.58,11,Safe
Vegetables,164,19.49,28,363.11,164,Safe
Seafood,33,20.46,7,20.5,33,Safe
Meat,78,23.45,27,16.48,78,Safe
Meat,13,5.43,28,471.19,13,Safe
Dairy,138,3.7,10,260.0,138,High Risk
Vegetables,122,24.36,17,252.4,122,Safe
Vegetables,48,7.86,4,112.52,48,Moderate Risk
Vegetables,35,21.03,13,319.02,35,Safe
Seafood,152,12.64,6,406.7,152,Moderate Risk
Vegetables,45,14.17,21,404.44,45,Safe
Seafood,156,3.81,1,435.14,156,High Risk
Dairy,181,17.29,4,462.82,181,Moderate Risk
Vegetables,12,21.5,23,389.13,12,Safe
Seafood,25,15.36,26,326.41,25,Safe
Meat,175,10.47,4,290.95,175,Moderate Risk
Fruits,171,20.69,21,161.03,171,Safe
Meat,89,4.06,15,146.94,89,Moderate Risk
Vegetables,140,7.09,22,449.56,140,Moderate Risk
Vegetables,131,11.32,30,108.99,131,Safe
Fruits,47,1.35,11,359.37,47,Safe
Vegetables,197,3.29,4,370.5,197,High Risk
Dairy,59,12.6,5,341.83,59,Moderate Risk
Dairy,35,23.72,30,50.5,35,Safe
Seafood,118,23.38,16,154.85,118,Safe
Meat,185,2.15,28,211.74,185,High Risk
Dairy,76,10.61,13,402.79,76,Safe
Vegetables,99,3.19,15,441.83,99,Moderate Risk
Bakery,78,8.89,17,441.61,78,Safe
Meat,171,2.72,8,106.77,171,High Risk
Meat,151,3.49,8,422.26,151,High Risk
Dairy,67,2.4,5,174.72,67,Moderate Risk
Vegetables,200,18.0,17,141.12,200,Safe
Dairy,101,1.69,10,28.37,101,Moderate Risk
Vegetables,121,3.61,11,411.9,121,High Risk
Dairy,33,18.95,10,435.52,33,Safe
Vegetables,16,19.5,12,489.21,16,Safe
Meat,191,16.77,2,273.68,191,High Risk
Bakery,180,18.05,21,96.86,180,Safe
Fruits,178,22.88,3,178.98,178,Moderate Risk
Fruits,174,17.77,27,207.94,174,Safe
Seafood,25,11.84,11,12.68,25,Safe
Vegetables,149,10.8,7,162.34,149,Safe
Fruits,32,23.98,4,76.42,32,Moderate Risk
Fruits,152,21.38,18,352.6,152,Safe
Seafood,134,24.59,7,318.83,134,Safe
Meat,147,10.91,19,353.18,147,Safe
Fruits,79,8.15,28,357.97,79,Safe
Dairy,27,1.62,22,204.54,27,Safe
Seafood,81,5.47,20,225.14,81,Moderate Risk
Dairy,108,14.3,9,59.12,108,Safe
Vegetables,25,23.57,5,163.27,25,Moderate Risk
Bakery,162,9.58,3,127.51,162,Moderate Risk
Fruits,19,5.77,16,107.58,19,Safe
Bakery,16,24.86,29,148.96,16,Safe
Meat,59,22.07,14,197.59,59,Safe
Dairy,196,2.81,26,185.59,196,High Risk
Dairy,11,3.19,30,101.65,11,Safe
Meat,158,7.65,26,125.28,158,Moderate Risk
Fruits,65,21.29,25,476.19,65,Safe
Dairy,58,20.87,16,104.17,58,Safe
Seafood,186,13.18,12,123.64,186,Safe
Meat,46,1.37,5,310.33,46,Moderate Risk
Bakery,137,11.64,17,362.28,137,Safe
Dairy,81,1.43,6,91.34,81,Moderate Risk
Seafood,191,6.85,6,432.96,191,Moderate Risk
Seafood,148,21.79,11,380.04,148,Safe
Vegetables,169,16.02,2,245.2,169,High Risk
Bakery,122,14.92,18,481.41,122,Safe
Vegetables,48,9.01,17,94.73,48,Safe
Fruits,193,6.66,21,42.17,193,Moderate Risk
Fruits,96,24.19,1,333.45,96,High Risk
Bakery,38,10.4,15,168.31,38,Safe
Vegetables,138,18.03,8,358.85,138,Safe
Seafood,55,22.96,5,316.53,55,Moderate Risk
Fruits,174,7.95,14,101.0,174,Moderate Risk
Dairy,55,3.59,15,438.58,55,Safe
Vegetables,96,8.2,12,482.48,96,Safe
Meat,85,18.0,18,150.76,85,Safe
Meat,110,6.16,23,490.0,110,Moderate Risk
Vegetables,89,16.47,7,334.29,89,Safe
Dairy,90,1.56,29,333.13,90,Moderate Risk
Seafood,95,7.06,12,405.25,95,Moderate Risk
Meat,35,17.59,8,110.07,35,Safe
Meat,97,12.02,20,92.49,97,Safe
Vegetables,155,6.29,22,321.84,155,Moderate Risk
Fruits,6,10.0,12,160.3,6,Safe
Bakery,65,8.54,16,334.57,65,Safe
Vegetables,160,19.35,4,432.92,160,Moderate Risk
Fruits,178,5.12,5,352.78,178,Moderate Risk
Meat,186,17.26,24,441.78,186,Safe
Bakery,131,3.5,7,32.1,131,High Risk
Seafood,102,19.51,5,216.49,102,Moderate Risk
Seafood,17,1.93,28,24.65,17,Safe
Fruits,22,4.53,11,65.71,22,Safe
Meat,151,23.42,6,458.01,151,Moderate Risk
Dairy,161,17.11,22,128.01,161,Safe
Seafood,66,22.75,11,37.03,66,Safe
Dairy,91,10.58,23,29.28,91,Safe
Fruits,187,21.07,14,441.19,187,Safe
Meat,140,10.01,30,324.03,140,Safe
Seafood,81,1.62,21,290.35,81,Moderate Risk
Bakery,6,17.45,30,411.62,6,Safe
Seafood,81,15.59,2,317.18,81,High Risk
Meat,68,13.24,5,45.75,68,Moderate Risk
Fruits,141,8.48,29,212.91,141,Safe
Dairy,13,11.61,2,148.96,13,High Risk
Bakery,75,16.57,12,227.41,75,Safe
Dairy,8,13.9,12,439.85,8,Safe
Vegetables,161,14.74,8,493.89,161,Safe
Meat,188,3.28,7,66.27,188,High Risk
Vegetables,60,6.93,5,238.87,60,Moderate Risk
Meat,111,6.56,20,352.51,111,Moderate Risk
Fruits,31,6.7,15,167.82,31,Safe
Dairy,110,2.91,3,252.81,110,Moderate Risk
Bakery,181,11.69,6,333.11,181,Moderate Risk
Fruits,41,23.88,27,421.88,41,Safe
Meat,102,4.19,9,10.12,102,Moderate Risk
Fruits,197,21.34,9,371.57,197,Safe
Bakery,131,18.31,23,76.66,131,Safe
Dairy,79,14.99,21,66.38,79,Safe
Dairy,170,17.29,19,309.36,170,Safe
Bakery,29,20.09,23,495.68,29,Safe
Vegetables,147,5.78,30,194.72,147,Moderate Risk
Fruits,135,7.06,2,202.72,135,High Risk
Fruits,149,4.65,8,243.44,149,High Risk
Seafood,74,6.13,17,156.39,74,Safe
Vegetables,197,5.27,27,76.58,197,Moderate Risk
Vegetables,112,9.73,6,210.42,112,Moderate Risk
Meat,155,19.22,19,395.39,155,Safe
Vegetables,19,3.36,30,253.21,19,Safe
Seafood,59,17.35,17,71.44,59,Safe
Bakery,50,4.79,14,96.78,50,Safe
Dairy,122,17.12,12,315.06,122,Safe
Seafood,127,19.51,15,96.82,127,Safe
Fruits,105,8.79,28,313.03,105,Safe
Fruits,183,23.23,10,151.97,183,Safe
Meat,107,18.1,25,256.58,107,Safe
Meat,142,21.28,29,203.9,142,Safe
Meat,125,13.43,28,334.14,125,Safe
Seafood,28,5.34,23,443.7,28,Safe
Bakery,17,17.09,28,283.63,17,Safe
Vegetables,138,4.37,14,84.39,138,High Risk
Dairy,89,8.75,20,166.2,89,Safe
Vegetables,129,5.86,30,116.82,129,Moderate Risk
Meat,19,23.49,26,80.75,19,Safe
Dairy,103,15.22,19,384.62,103,Safe
Vegetables,133,13.8,8,42.53,133,Safe
Bakery,110,19.74,21,297.47,110,Safe
Bakery,96,10.36,13,365.85,96,Safe
Fruits,45,11.18,1,234.03,45,High Risk
Fruits,130,22.39,16,279.59,130,Safe
Bakery,189,23.69,13,400.17,189,Safe
Seafood,25,10.78,24,145.95,25,Safe
Meat,31,10.91,1,366.11,31,High Risk
Vegetables,124,7.35,12,223.59,124,Moderate Risk
Meat,59,19.91,14,222.93,59,Safe
Fruits,47,23.16,6,218.76,47,Moderate Risk
Fruits,200,23.28,21,388.3,200,Safe
Dairy,30,21.54,17,428.07,30,Safe
Bakery,58,19.66,22,196.25,58,Safe
Seafood,151,18.26,3,309.64,151,Moderate Risk
Meat,81,15.08,23,202.96,81,Safe
Dairy,184,8.63,26,335.04,184,Safe
Bakery,130,9.28,2,266.28,130,High Risk
Meat,110,5.51,13,360.14,110,Moderate Risk
Meat,116,24.76,17,25.99,116,Safe
Fruits,196,18.76,23,199.2,196,Safe
Dairy,152,19.44,24,374.64,152,Safe
Seafood,40,23.15,24,87.71,40,Safe
Seafood,154,2.09,8,58.85,154,High Risk
Seafood,134,11.54,9,288.63,134,Safe
Vegetables,25,23.42,5,460.16,25,Moderate Risk
Seafood,156,19.14,8,237.46,156,Safe
Seafood,63,3.05,20,211.12,63,Safe
Seafood,190,5.72,16,198.6,190,Moderate Risk
Seafood,75,16.28,13,257.63,75,Safe
Fruits,200,9.75,2,21.69,200,High Risk
Dairy,68,13.29,19,168.15,68,Safe
Fruits,20,11.2,18,185.45,20,Safe
Meat,11,5.88,5,212.32,11,Moderate Risk
Meat,25,12.45,13,264.33,25,Safe
Fruits,84,12.49,27,270.71,84,Safe
Vegetables,188,4.06,6,331.87,188,High Risk
Bakery,148,22.59,27,293.54,148,Safe
Bakery,16,13.24,14,425.29,16,Safe
Seafood,130,10.01,19,199.21,130,Safe
Dairy,35,20.47,27,274.55,35,Safe
Bakery,103,7.04,10,287.52,103,Moderate Risk
Meat,191,1.97,8,315.13,191,High Risk
Meat,84,7.41,16,112.98,84,Moderate Risk
Dairy,31,22.54,21,453.27,31,Safe
Vegetables,135,16.72,16,205.0,135,Safe
Vegetables,131,22.31,11,54.12,131,Safe
Meat,162,18.13,18,305.48,162,Safe
Meat,53,4.7,10,20.33,53,Safe
Bakery,185,21.94,24,143.71,185,Safe
Dairy,78,21.41,11,359.14,78,Safe
Meat,150,7.12,20,481.63,150,Moderate Risk
Meat,69,4.24,12,61.28,69,Safe
Meat,153,15.4,15,95.08,153,Safe
Dairy,11,16.8,24,13.01,11,Safe
Dairy,57,10.93,20,199.34,57,Safe
Bakery,76,2.21,26,22.03,76,Safe
Seafood,47,16.55,16,467.3,47,Safe
Meat,149,8.0,4,290.34,149,Moderate Risk
Dairy,142,24.32,7,110.04,142,Safe
Dairy,30,2.02,24,308.95,30,Safe
Dairy,54,10.49,5,101.85,54,Moderate Risk
Seafood,5,17.3,2,134.35,5,High Risk
Vegetables,155,2.7,29,359.73,155,High Risk
Dairy,161,14.52,4,225.12,161,Moderate Risk
Meat,115,11.46,15,374.24,115,Safe
Meat,13,11.45,20,232.66,13,Safe
Seafood,64,17.38,26,78.31,64,Safe
Meat,70,12.25,14,456.23,70,Safe
Meat,55,9.41,18,301.15,55,Safe
Vegetables,111,16.9,21,263.0,111,Safe
Seafood,102,1.51,23,11.52,102,Moderate Risk
Bakery,80,16.03,4,446.89,80,Moderate Risk
Fruits,57,3.91,1,232.44,57,High Risk
Meat,90,15.57,4,229.44,90,Moderate Risk
Fruits,27,23.24,11,153.45,27,Safe
Meat,23,1.53,23,226.91,23,Safe
Seafood,124,17.38,13,371.52,124,Safe
Dairy,80,7.52,24,402.65,80,Safe
Seafood,22,2.61,27,152.75,22,Safe
Seafood,29,16.54,23,377.23,29,Safe
Seafood,105,12.58,28,179.38,105,Safe
Meat,181,20.42,13,131.25,181,Safe
Vegetables,32,2.26,29,192.77,32,Safe
Fruits,40,22.01,25,70.45,40,Safe
Fruits,133,15.82,2,171.7,133,High Risk
Bakery,66,13.88,26,174.58,66,Safe
Bakery,194,13.22,21,336.92,194,Safe
Bakery,21,15.14,6,237.75,21,Moderate Risk
Fruits,20,14.89,30,298.71,20,Safe
Bakery,88,13.19,5,364.3,88,Moderate Risk
Vegetables,71,7.16,15,57.24,71,Safe
Bakery,198,20.7,7,252.22,198,Safe
Seafood,33,2.02,30,115.85,33,Safe
Vegetables,138,24.63,24,172.91,138,Safe
Meat,79,12.74,11,62.87,79,Safe
Vegetables,41,7.15,25,270.52,41,Safe
Fruits,97,6.34,7,355.2,97,Moderate Risk
Dairy,173,3.18,6,484.39,173,High Risk
Bakery,93,22.81,29,21.06,93,Safe
Dairy,18,24.54,7,486.21,18,Safe
Fruits,183,21.27,9,371.05,183,Safe
Seafood,96,1.67,7,414.71,96,Moderate Risk
Fruits,37,7.43,16,177.1,37,Safe
Bakery,20,19.19,30,206.03,20,Safe
Vegetables,86,1.63,14,341.53,86,Moderate Risk
Vegetables,142,16.27,3,65.68,142,Moderate Risk
Seafood,14,3.52,19,347.53,14,Safe
Meat,191,23.79,26,142.37,191,Safe
Fruits,131,23.24,26,381.42,131,Safe
Seafood,127,18.33,27,64.88,127,Safe
Meat,112,14.87,27,135.62,112,Safe
Seafood,154,19.07,4,135.05,154,Moderate Risk
Fruits,53,16.42,16,229.61,53,Safe
Bakery,122,24.63,14,412.01,122,Safe
Bakery,147,16.59,5,307.05,147,Moderate Risk
Bakery,163,7.68,10,435.72,163,Moderate Risk
Fruits,103,1.28,14,334.26,103,Moderate Risk
Meat,177,22.71,13,184.3,177,Safe
Meat,89,10.02,7,428.64,89,Safe
Meat,115,18.58,27,327.46,115,Safe
Vegetables,29,6.27,28,136.46,29,Safe
Seafood,75,5.78,10,15.47,75,Safe
Dairy,165,8.55,22,483.56,165,Safe
Bakery,180,15.38,5,316.6,180,Moderate Risk
Vegetables,76,15.91,2,48.04,76,High Risk
Fruits,45,4.95,17,376.92,45,Safe
Meat,32,6.31,30,193.51,32,Safe
Vegetables,21,12.24,28,387.66,21,Safe
Fruits,70,3.98,27,300.14,70,Safe
Fruits,150,17.43,25,85.64,150,Safe
Fruits,185,18.09,21,42.38,185,Safe
Seafood,187,12.31,21,481.21,187,Safe
Bakery,30,5.98,2,439.81,30,High Risk
Fruits,142,18.61,21,126.19,142,Safe
Fruits,68,10.95,6,143.24,68,Moderate Risk
Seafood,162,8.1,26,117.1,162,Safe
Meat,7,5.56,9,217.89,7,Safe
Meat,190,16.87,8,480.17,190,Safe
Meat,95,18.47,8,65.65,95,Safe
Fruits,15,21.58,29,496.22,15,Safe
Fruits,183,23.91,22,19.03,183,Safe
Bakery,150,9.87,28,234.57,150,Safe
Bakery,18,17.27,13,220.0,18,Safe
Fruits,187,20.08,11,438.15,187,Safe
Fruits,177,2.59,7,63.71,177,High Risk
Dairy,13,8.62,7,433.43,13,Safe
Seafood,67,12.43,29,461.28,67,Safe
Meat,57,9.68,6,71.79,57,Moderate Risk
Dairy,140,21.53,29,79.65,140,Safe
Seafood,196,21.51,13,274.02,196,Safe
Vegetables,164,3.04,20,443.03,164,High Risk
Seafood,131,3.93,29,302.0,131,High Risk
Meat,133,23.15,17,252.26,133,Safe
Meat,165,3.96,19,191.83,165,High Risk
Meat,34,1.5,22,65.2,34,Safe
Bakery,153,1.73,15,324.31,153,High Risk
Fruits,95,4.05,18,211.85,95,Moderate Risk
Meat,84,9.96,3,67.0,84,Moderate Risk
Bakery,106,11.97,7,266.08,106,Safe
Fruits,124,13.73,2,374.61,124,High Risk
Meat,125,24.52,22,222.35,125,Safe
Seafood,29,6.7,16,257.35,29,Safe
Bakery,61,24.83,9,149.26,61,Safe
Bakery,185,21.45,5,392.61,185,Moderate Risk
Seafood,126,12.97,29,265.15,126,Safe
Dairy,188,17.69,28,193.56,188,Safe
Vegetables,91,12.9,15,390.43,91,Safe
Vegetables,167,20.47,30,97.47,167,Safe
Meat,31,19.25,26,166.47,31,Safe
Seafood,47,5.85,13,276.81,47,Safe
Meat,119,15.22,29,350.96,119,Safe
Meat,47,22.82,10,76.05,47,Safe
Bakery,122,20.68,12,178.91,122,Safe
Bakery,124,3.84,20,242.15,124,High Risk
Fruits,40,8.77,3,462.81,40,Moderate Risk
Dairy,43,17.11,13,123.41,43,Safe
Meat,144,24.27,21,77.36,144,Safe
Seafood,124,20.94,28,381.27,124,Safe
Fruits,122,1.39,23,286.13,122,High Risk
Bakery,196,14.09,18,127.82,196,Safe
Bakery,178,21.54,28,258.68,178,Safe
Seafood,48,6.38,27,276.02,48,Safe
Fruits,48,1.83,20,25.83,48,Safe
Bakery,193,4.4,9,439.82,193,High Risk
Meat,190,11.34,19,424.62,190,Safe
Bakery,9,16.17,21,197.2,9,Safe
Seafood,72,23.14,9,86.83,72,Safe
Fruits,175,1.38,15,327.01,175,High Risk
Dairy,164,8.04,16,150.91,164,Safe
Fruits,63,14.55,12,158.66,63,Safe
Vegetables,116,2.55,22,21.37,116,Moderate Risk
Dairy,144,17.65,29,489.44,144,Safe
Vegetables,184,13.75,19,76.75,184,Safe
Seafood,197,1.61,21,243.29,197,High Risk
Meat,196,3.31,20,453.25,196,High Risk
Bakery,128,6.32,18,480.02,128,Moderate Risk
Dairy,147,23.04,14,246.99,147,Safe
Fruits,10,5.81,9,141.51,10,Safe
Bakery,117,24.48,4,353.37,117,Moderate Risk
Meat,179,19.99,2,15.2,179,High Risk
Seafood,163,14.25,27,168.94,163,Safe
Dairy,165,10.08,7,310.08,165,Safe
Meat,125,16.67,8,159.49,125,Safe
Seafood,90,5.93,20,208.99,90,Moderate Risk
Dairy,164,12.67,2,256.13,164,High Risk
Vegetables,46,15.13,6,213.59,46,Moderate Risk
Meat,180,7.14,28,76.67,180,Moderate Risk
Seafood,142,1.58,3,195.65,142,High Risk
Vegetables,64,1.87,7,108.03,64,Safe
Bakery,18,19.34,26,101.08,18,Safe
Bakery,108,18.05,1,114.31,108,High Risk
Vegetables,105,1.73,12,425.9,105,Moderate Risk
Vegetables,134,5.36,18,287.47,134,Moderate Risk
Vegetables,90,4.2,15,23.79,90,Moderate Risk
Fruits,174,16.96,4,366.8,174,Moderate Risk
Seafood,46,16.8,25,477.07,46,Safe
Bakery,155,2.07,9,341.0,155,High Risk
Fruits,118,23.09,6,125.56,118,Moderate Risk
Meat,187,5.06,13,206.52,187,Moderate Risk
Seafood,111,24.64,14,12.4,111,Safe
Vegetables,43,2.21,21,404.86,43,Safe
Seafood,164,11.72,24,191.83,164,Safe
Vegetables,53,15.48,17,141.71,53,Safe
Dairy,59,8.81,29,446.64,59,Safe
Meat,166,14.96,17,73.31,166,Safe
Dairy,184,16.68,15,339.8,184,Safe
Vegetables,50,13.2,15,149.7,50,Safe
Dairy,57,13.26,24,119.63,57,Safe
Dairy,23,5.39,27,212.57,23,Safe
Dairy,51,4.9,30,303.81,51,Safe
Vegetables,26,3.84,10,163.47,26,Safe
Seafood,65,4.38,20,164.27,65,Safe
Vegetables,90,19.23,22,330.65,90,Safe
Dairy,190,21.58,4,204.78,190,Moderate Risk
Dairy,50,23.71,17,167.01,50,Safe
Meat,111,12.27,3,280.94,111,Moderate Risk
Meat,9,12.46,21,357.46,9,Safe
Meat,71,24.38,10,26.35,71,Safe
Dairy,61,16.71,9,479.25,61,Safe
Fruits,15,21.98,30,32.54,15,Safe
Vegetables,152,13.8,10,82.83,152,Safe
Bakery,63,11.34,14,233.29,63,Safe
Fruits,32,20.32,12,340.48,32,Safe
Bakery,162,6.28,18,10.88,162,Moderate Risk
Meat,126,3.63,13,139.87,126,High Risk
Seafood,88,10.23,26,366.97,88,Safe
Bakery,71,23.22,14,348.29,71,Safe
Vegetables,168,24.51,7,477.81,168,Safe
Dairy,133,22.99,29,498.75,133,Safe
Meat,102,13.5,30,34.38,102,Safe
Meat,71,15.99,3,393.63,71,Moderate Risk
Bakery,155,4.95,4,129.6,155,High Risk
Meat,154,15.84,3,405.79,154,Moderate Risk
Bakery,131,5.83,9,399.44,131,Moderate Risk
Seafood,86,23.63,13,495.4,86,Safe
Bakery,68,23.07,12,356.12,68,Safe
Seafood,140,18.97,16,396.25,140,Safe
Seafood,77,19.44,26,23.68,77,Safe
Seafood,120,17.72,3,353.76,120,Moderate Risk
Dairy,9,15.08,8,166.05,9,Safe
Seafood,64,6.38,28,28.31,64,Safe
Dairy,113,5.22,3,140.58,113,Moderate Risk
Vegetables,149,13.82,3,206.06,149,Moderate Risk
Vegetables,181,7.76,16,56.82,181,Moderate Risk
Dairy,143,24.71,20,371.31,143,Safe
Dairy,156,1.88,3,242.04,156,High Risk
Vegetables,110,22.53,13,46.08,110,Safe
Vegetables,126,14.19,18,163.89,126,Safe
Dairy,61,2.66,21,173.86,61,Safe
Vegetables,70,23.78,4,190.98,70,Moderate Risk
Dairy,39,19.28,28,494.87,39,Safe
Seafood,151,22.72,7,155.58,151,Safe
Meat,38,18.02,10,430.69,38,Safe
Meat,21,13.1,29,85.88,21,Safe
Vegetables,58,6.28,26,168.89,58,Safe
Fruits,166,20.97,22,248.45,166,Safe
Vegetables,25,24.11,29,10.49,25,Safe
Bakery,167,21.73,10,12.41,167,Safe
Seafood,87,4.08,9,392.09,87,Moderate Risk
Dairy,19,24.5,1,82.46,19,High Risk
Fruits,149,1.56,10,112.12,149,High Risk
Dairy,59,24.06,2,265.38,59,High Risk
Fruits,194,2.64,18,11.03,194,High Risk
Meat,74,18.51,4,222.26,74,Moderate Risk
Meat,153,14.94,22,56.01,153,Safe
Bakery,169,6.15,5,199.57,169,Moderate Risk
Bakery,129,8.66,13,147.95,129,Safe
Seafood,55,21.11,10,355.62,55,Safe
Bakery,98,2.97,29,28.38,98,Moderate Risk
Seafood,18,22.71,21,191.12,18,Safe
Vegetables,185,14.81,29,482.55,185,Safe
Fruits,105,24.74,24,237.93,105,Safe
Dairy,114,16.29,6,93.22,114,Moderate Risk
Vegetables,24,11.87,9,363.3,24,Safe
Dairy,173,20.31,4,355.54,173,Moderate Risk
